install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
192,다사666486,101.0,5,0,1,2,child_zone_cnt | speedbump_cnt,40.0,60.6,40.4,20.2,306,128.45
193,다사694387,146.0,3,0,2,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,85.63,60.37,20.1233,159,183.52
194,다사657338,179.0,8,0,2,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,79.79,99.21,19.842,132,193.01
195,다사657330,178.0,8,0,2,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,79.34,98.66,19.732,118,205.41
196,다사661463,147.0,4,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,68.97,78.03,19.5075,130,197.45
197,다사634448,147.0,4,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,68.97,78.03,19.5075,202,170.47
198,다사695384,156.0,6,0,2,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,97.81,58.19,19.3967,188,173.07
199,다사729481,146.0,3,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,68.5,77.5,19.375,222,160.85
200,다사403113,179.0,8,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,82.6,96.4,19.28,119,205.18
201,다사671369,118.0,9,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,60.18,57.82,19.2733,249,151.17
202,다사667456,77.0,2,0,1,1,child_zone_cnt,25.0,57.75,19.25,19.25,764,86.43
203,다사733493,77.0,2,0,1,1,child_zone_cnt,25.0,57.75,19.25,19.25,504,98.46
204,다사670397,144.0,3,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,67.56,76.44,19.11,184,173.55
205,다사671368,117.0,8,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,59.67,57.33,19.11,172,177.07
206,다사618124,177.0,8,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,81.68,95.32,19.064,140,189.44
207,다사660324,138.0,2,0,2,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,80.94,57.06,19.02,176,175.86
208,다사741488,138.0,2,0,2,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,80.94,57.06,19.02,190,172.32
209,다사685445,76.0,3,0,1,1,child_zone_cnt,25.0,57.0,19.0,19.0,518,97.72
210,다사633461,178.0,7,0,2,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,102.68,75.32,18.83,112,211.55
211,다사652463,151.0,13,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,75.74,75.26,18.815,191,172.28
212,다사656457,94.0,5,0,1,2,child_zone_cnt | speedbump_cnt,40.0,56.4,37.6,18.8,386,109.29
213,다사638454,125.0,10,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,69.0,56.0,18.6667,280,139.13
214,다사695382,93.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,55.8,37.2,18.6,327,120.17
215,다사644453,93.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,55.8,37.2,18.6,463,101.5
216,다사739489,93.0,5,0,1,2,child_zone_cnt | speedbump_cnt,40.0,55.8,37.2,18.6,322,122.66
217,다사368117,93.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,55.8,37.2,18.6,477,100.5
218,다사642452,139.0,3,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,65.22,73.78,18.445,221,161.15
219,다사635450,92.0,5,0,1,2,child_zone_cnt | speedbump_cnt,40.0,55.2,36.8,18.4,369,111.08
220,다사647359,157.0,12,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,83.67,73.33,18.3325,200,170.73
221,다사655308,147.0,4,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,73.74,73.26,18.315,151,186.9
222,다사690379,138.0,2,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,64.75,73.25,18.3125,208,167.7
223,다사407119,138.0,2,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,64.75,73.25,18.3125,241,154.78
224,다사582119,138.0,2,0,2,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,64.75,73.25,18.3125,250,151.08
225,다사722519,170.0,6,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,78.45,91.55,18.31,160,182.74
226,다사542113,170.0,6,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,78.45,91.55,18.31,156,185.04
227,다사652458,91.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,54.6,36.4,18.2,491,99.5
228,다사583123,91.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,54.6,36.4,18.2,277,140.88
229,다사722501,153.0,15,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,80.23,72.77,18.1925,211,167.11
230,다사663280,146.0,3,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,73.23,72.77,18.1925,238,155.79
231,다사685438,117.0,7,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,80.73,36.27,18.135,273,142.58
232,다사657465,90.0,6,0,1,2,child_zone_cnt | speedbump_cnt,40.0,54.0,36.0,18.0,473,100.68
233,다사666279,162.0,5,0,2,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,72.21,89.79,17.958,164,180.39
234,다사676373,176.0,7,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,86.3,89.7,17.94,138,190.16
235,다사646461,143.0,12,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,71.73,71.27,17.8175,174,176.84
236,다사704401,155.0,5,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,66.09,88.91,17.782,206,168.19
237,다사669394,154.0,4,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,65.66,88.34,17.668,185,173.53
238,다사664428,154.0,4,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,65.66,88.34,17.668,139,189.84
239,다사637452,70.0,2,0,1,1,child_zone_cnt,25.0,52.5,17.5,17.5,843,84.39
240,다사396132,117.0,7,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,64.58,52.42,17.4733,307,128.34
241,다사728517,87.0,5,0,1,2,child_zone_cnt | speedbump_cnt,40.0,52.2,34.8,17.4,581,94.24
242,다사663438,139.0,3,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,69.72,69.28,17.32,155,185.1
243,다사679343,69.0,1,0,1,1,child_zone_cnt,25.0,51.75,17.25,17.25,1447,72.4
244,다사635449,69.0,1,0,1,1,child_zone_cnt,25.0,51.75,17.25,17.25,1023,79.26
245,다사677437,69.0,1,0,1,1,child_zone_cnt,25.0,51.75,17.25,17.25,742,86.8
246,다사671454,69.0,1,0,1,1,child_zone_cnt,25.0,51.75,17.25,17.25,624,91.76
247,다사678446,69.0,1,0,1,1,child_zone_cnt,25.0,51.75,17.25,17.25,1357,73.81
248,다사631320,170.0,6,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,66.68,103.32,17.22,150,187.22
249,다사667318,170.0,6,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,66.68,103.32,17.22,114,207.75
250,다사657445,86.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.6,34.4,17.2,532,96.97
251,다사653275,138.0,2,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,69.22,68.78,17.195,263,146.19
252,다사670448,138.0,3,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,69.22,68.78,17.195,229,158.49
253,다사667412,138.0,2,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,69.22,68.78,17.195,253,150.17
254,다사609117,138.0,2,0,2,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,69.22,68.78,17.195,252,150.36
255,다사664316,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,516,97.78
256,다사701379,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,385,109.42
257,다사697374,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,336,117.97
258,다사637453,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,375,110.71
259,다사656455,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,378,110.1
260,다사571119,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,631,91.53
261,다사337127,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,616,92.08
262,다사591130,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,471,100.81
263,다사644118,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,675,89.35
264,다사611123,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,542,96.26
265,다사541078,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,393,108.53
266,다바395986,85.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,51.0,34.0,17.0,290,133.78
267,다사699371,131.0,11,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,63.47,67.53,16.8825,267,145.49
268,다사647461,103.0,7,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,52.53,50.47,16.8233,269,144.61
269,다사661454,156.0,6,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,71.99,84.01,16.802,187,173.21
270,다사673367,84.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,50.4,33.6,16.8,432,104.02
271,다사588129,84.0,4,0,1,2,child_zone_cnt | speedbump_cnt,40.0,50.4,33.6,16.8,522,97.56
272,다사655309,146.0,3,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,62.25,83.75,16.75,183,174.1
273,다사670416,146.0,3,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,62.25,83.75,16.75,220,161.17
274,다사653359,102.0,6,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,52.02,49.98,16.66,381,109.92
275,다사514133,83.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,49.8,33.2,16.6,536,96.71
276,다사625097,83.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,49.8,33.2,16.6,717,87.86
277,다사683383,125.0,10,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,58.65,66.35,16.5875,256,149.0
278,다사725520,154.0,5,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,71.07,82.93,16.586,110,213.73
279,다사595126,154.0,4,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,71.07,82.93,16.586,217,163.63
280,다사657325,101.0,5,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,51.51,49.49,16.4967,308,128.07
281,다사674372,162.0,5,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,63.54,98.46,16.41,136,190.72
282,다사689463,162.0,5,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,63.54,98.46,16.41,104,223.82
283,다사738470,138.0,2,0,2,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,72.37,65.63,16.4075,266,146.02
284,다사659468,124.0,10,0,1,2,bus_stop_cnt | speedbump_cnt,26.4,91.26,32.74,16.37,289,133.78
285,다사680373,161.0,6,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,63.15,97.85,16.3083,142,187.81
286,다사659462,109.0,6,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,60.17,48.83,16.2767,310,127.52
287,다사623321,147.0,4,0,2,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,44.28,81.9,65.1,16.275,203,169.18
288,다사651075,151.0,13,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,69.68,81.32,16.264,215,165.17
289,다사668371,146.0,3,0,2,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,65.08,80.92,16.184,242,154.55
290,다사721500,99.0,6,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,50.49,48.51,16.17,355,113.14
291,다사648461,108.0,7,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,59.62,48.38,16.1267,255,149.47
292,다사662084,121.0,8,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,56.77,64.23,16.0575,302,129.12
293,다사680382,107.0,6,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,59.06,47.94,15.98,298,130.73
294,다사737491,144.0,3,0,2,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,44.28,80.23,63.77,15.9425,199,170.82
295,다사669390,138.0,2,0,2,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,58.84,79.16,15.832,225,159.37
296,다사669426,146.0,3,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,67.37,78.63,15.726,223,160.52
297,다사758484,146.0,3,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,67.37,78.63,15.726,228,158.53
298,다사661440,109.0,6,0,1,2,cctv_cam_cnt | child_zone_cnt,28.75,77.66,31.34,15.67,286,136.03
299,다사672366,141.0,10,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,62.85,78.15,15.63,152,186.5
300,다사661357,78.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.8,31.2,15.6,940,82.26
301,다사595129,78.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.8,31.2,15.6,674,89.46
302,다사620120,78.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.8,31.2,15.6,691,88.92
303,다사665315,117.0,7,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,54.9,62.1,15.525,274,141.46
304,다사661078,144.0,3,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,66.45,77.55,15.51,235,157.26
305,다사657329,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,530,97.04
306,다사688384,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,506,98.38
307,다사675385,77.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,512,98.01
308,다사647444,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,545,95.85
309,다사663462,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,633,91.51
310,다사649461,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,382,109.83
311,다사740506,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,922,82.56
312,다사400111,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,780,85.73
313,다사395123,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,792,85.57
314,다사460167,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,860,83.91
315,다사606149,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,868,83.72
316,다사617122,77.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,46.2,30.8,15.4,746,86.67
317,다사690350,77.0,2,0,1,1,speedbump_cnt,20.0,61.6,15.4,15.4,926,82.43
318,다사651328,152.0,4,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,59.62,92.38,15.3967,214,165.58
319,다사702398,152.0,4,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,59.62,92.38,15.3967,167,179.56
320,다사672345,102.0,6,0,1,1,crosswalk_cnt,15.0,86.7,15.3,15.3,365,111.47
321,다사664349,115.0,7,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,53.96,61.04,15.26,318,124.13
322,다사645462,133.0,10,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,56.71,76.29,15.258,227,158.57
323,다사731522,102.0,7,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,56.3,45.7,15.2333,384,109.62
324,다사653304,93.0,5,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,47.43,45.57,15.19,486,99.91
325,다사685350,93.0,4,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,47.43,45.57,15.19,508,98.32
326,다사700378,93.0,5,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,47.43,45.57,15.19,335,118.47
327,다사662437,141.0,10,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,65.07,75.93,15.186,194,171.7
328,다사653310,132.0,10,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,56.28,75.72,15.144,268,145.4
329,다사639459,101.0,6,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,55.75,45.25,15.0833,357,112.86
330,다사684418,101.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,55.75,45.25,15.0833,323,122.5
331,다사760488,101.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,55.75,45.25,15.0833,397,108.2
332,다사737488,109.0,6,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,63.93,45.07,15.0233,270,144.45
333,다사657318,146.0,3,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,71.59,74.41,14.882,233,157.56
334,다사660312,138.0,2,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,63.68,74.32,14.864,232,158.1
335,다사666461,138.0,2,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,63.68,74.32,14.864,259,147.19
336,다사668438,138.0,2,0,2,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,63.68,74.32,14.864,196,171.42
337,다사648304,146.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,57.27,88.73,14.7883,216,165.01
338,다사651301,146.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,57.27,88.73,14.7883,144,187.61
339,다사653330,146.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,57.27,88.73,14.7883,154,185.28
340,다사663432,146.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,57.27,88.73,14.7883,198,171.37
341,다사572110,146.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,57.27,88.73,14.7883,209,167.51
342,다사726519,99.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,54.65,44.35,14.7833,350,114.18
343,다사656112,99.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,54.65,44.35,14.7833,354,113.64
344,다사684350,133.0,9,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,59.28,73.72,14.744,276,141.0
345,다사698384,102.0,6,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,58.14,43.86,14.62,284,137.37
346,다사678372,144.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,56.48,87.52,14.5867,180,175.09
347,다사607125,144.0,3,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,56.48,87.52,14.5867,237,155.8
348,다사647458,117.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,58.69,58.31,14.5775,278,139.59
349,다사647314,109.0,6,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,51.14,57.86,14.465,304,128.69
350,다사663439,93.0,4,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,64.17,28.83,14.415,349,114.63
351,다사669413,115.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,57.68,57.32,14.33,292,132.16
352,다사643123,132.0,10,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,60.91,71.09,14.218,262,146.29
353,다사610123,131.0,10,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,60.45,70.55,14.11,243,154.33
354,다사627458,118.0,8,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,61.88,56.12,14.03,261,146.73
355,다사621122,118.0,9,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,61.88,56.12,14.03,312,126.46
356,다사702390,70.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,42.0,28.0,14.0,712,88.0
357,다사636450,70.0,3,0,1,2,child_zone_cnt | speedbump_cnt,40.0,42.0,28.0,14.0,1123,76.96
358,다사512134,70.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,42.0,28.0,14.0,595,93.1
359,다사568119,70.0,2,0,1,2,child_zone_cnt | speedbump_cnt,40.0,42.0,28.0,14.0,1091,77.39
360,다사646334,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,244,153.66
361,다사665334,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,213,165.96
362,다사647306,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,245,153.55
363,다사616323,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,251,151.01
364,다사660439,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,257,147.95
365,다사584143,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,272,143.18
366,다사482028,138.0,2,0,2,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,54.13,83.87,13.9783,177,175.75
367,다사655330,77.0,2,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,49.09,27.91,13.955,707,88.17
368,다사727513,117.0,7,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,61.35,55.65,13.9125,283,138.04
369,다사654441,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,468,101.22
370,다사687438,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,334,118.59
371,다사642448,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,376,110.56
372,다사612126,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,503,98.49
373,다사570119,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,457,101.7
374,다사651123,93.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,51.34,41.66,13.8867,498,98.9
375,다사666317,85.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,43.35,41.65,13.8833,408,106.93
376,다사632458,85.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,43.35,41.65,13.8833,428,104.57
377,다사543119,85.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,43.35,41.65,13.8833,572,94.7
378,다사677345,69.0,1,0,1,2,child_zone_cnt | speedbump_cnt,40.0,41.4,27.6,13.8,1025,79.17
379,다사647302,69.0,1,0,1,2,child_zone_cnt | speedbump_cnt,40.0,41.4,27.6,13.8,1162,76.45
