gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat,hght_class,grid_gid
,경기도 하남시 덕풍동 322-7,덕풍동 322-7,10.0,3.6,N,N,127.2037999,37.5429999,평균초과,다사738493
,경기도 하남시 하산곡동 340-6,하산곡동 340-6,10.0,4.0,Y,N,127.2307999,37.5065999,평균초과,다사762452
,경기도 하남시 덕풍동 640-4,덕풍동 640-4,10.0,3.6,N,N,127.2035999,37.5415999,평균초과,다사738491
,경기도 하남시 덕풍동 396-12,덕풍동 396-12,7.5,3.0,N,N,127.2030999,37.5408999,평균초과,다사737491
,경기도 하남시 덕풍동 661,덕풍동 661 1,7.5,2.2,N,N,127.2012999,37.5420999,평균초과,다사736492
,경기도 하남시 덕풍동 387-3,덕풍동 387-3,10.0,3.6,N,N,127.2014999,37.5410999,평균초과,다사736491
,경기도 하남시 덕풍동 383-12,덕풍동 383-12,7.5,2.8,N,N,127.2005999,37.5415999,평균초과,다사735491
,경기도 하남시 덕풍동 346-2 1,덕풍동 346-2 1,10.0,3.6,N,N,127.1980999,37.5432999,평균초과,다사733493
,경기도 하남시 하산곡동 346-9,하산곡동 346-9,10.0,4.3,Y,N,127.2307999,37.5071999,평균초과,다사762453
,경기도 하남시 덕풍동 357-9,덕풍동 357-9,7.5,3.0,N,N,127.1994999,37.5414999,평균초과,다사734491
,경기도 하남시 덕풍동 348-5번지,덕풍동 산40-24,10.0,3.6,Y,N,127.1984999,37.5412999,평균초과,다사733491
,경기도 하남시 덕풍동 360-21번지,덕풍도 360-21,10.0,3.6,Y,N,127.1975028,37.54067799,평균초과,다사732490
,경기도 하남시 덕풍동 산41-5,덕풍동 산41-5,7.5,3.4,Y,N,127.1982999,37.5404999,평균초과,다사733490
,경기도 하남시 덕풍동 366-115,덕풍동 366-115 1,10.0,3.6,Y,N,127.1978999,37.5392999,평균초과,다사733489
,경기도 하남시 덕풍동 370-142,덕풍동 370-142 1,7.5,3.3,Y,N,127.1987999,37.5374999,평균초과,다사733487
,경기도 하남시 하산곡동 294-2,하산곡동 294-2,0.0,3.6,Y,N,127.2292999,37.5104999,평균이하,다사760457
,경기도 하남시 덕풍동 370-110,덕풍동 370-110 1,10.0,3.6,Y,N,127.2000999,37.5371999,평균초과,다사735486
,경기도 하남시 덕풍동 682,덕풍동 682,10.0,3.6,Y,N,127.1976999,37.5331999,평균초과,다사732482
,경기도 하남시 덕풍동 535-1,덕풍도 535-1,10.0,3.6,N,N,127.2004999,37.5335999,평균초과,다사735482
,경기도 하남시 덕풍동 522-4,덕풍동 522-4,7.5,3.2,N,N,127.2004999,37.5336999,평균초과,다사735483
,경기도 하남시 덕풍동 435-54,덕풍동 435-54,10.0,3.6,N,N,127.2021999,37.5363999,평균초과,다사736486
,경기도 하남시 덕풍동 431-5,덕풍동 431-5,10.0,3.6,N,N,127.2024999,37.5365999,평균초과,다사737486
,경기도 하남시 덕풍동 449-5,덕풍동 449-5,10.0,3.6,Y,N,127.2028999,37.5368999,평균초과,다사737486
,경기도 하남시 덕풍동 422-7,덕풍동 422-7,10.0,3.6,Y,N,127.2031999,37.5370999,평균초과,다사737486
,경기도 하남시 하산곡동 430-2번지,하산곡동 430-2,10.0,3.6,N,N,127.2328238,37.5030999,평균초과,다사763449
,경기도 하남시 덕풍동 422-2,덕풍동 422-2,10.0,3.6,Y,N,127.2031999,37.5373999,평균초과,다사737487
,경기도 하남시 덕풍동 424-2,덕풍동 424-2 1,7.5,3.0,Y,N,127.2033999,37.5381999,평균초과,다사737488
,경기도 하남시 덕풍동 424-2,덕풍동 424-2 2,7.5,2.3,Y,N,127.2032999,37.5376999,평균초과,다사737487
,경기도 하남시 덕풍동 365-14,덕풍동 365-14,10.0,3.6,N,N,127.1995999,37.5397999,평균초과,다사734489
,경기도 하남시 덕풍동 378-7번지,덕풍동 378-7,7.5,3.1,N,N,127.201056,37.5397014,평균초과,다사735489
,경기도 하남시 덕풍동 370-12,덕풍동 370-12,10.0,3.6,N,N,127.2002999,37.5389999,평균초과,다사735488
,경기도 하남시 덕풍동 537-11,덕풍동 537-11,10.0,3.6,Y,N,127.1981999,37.5330999,평균초과,다사733482
,경기도 하남시 덕풍동 372-74,덕풍동 372-74,10.0,3.6,N,N,127.2015999,37.5380999,평균초과,다사736487
,경기도 하남시 덕풍동 372-118번지,덕풍동 372-118,7.5,2.7,N,N,127.2018285,37.5382575,평균초과,다사736488
,경기도 하남시 덕풍동 372-107번지,덕풍동 372-107,10.0,3.6,N,N,127.2017551,37.53820928,평균초과,다사736488
,경기도 하남시 하산곡동 289-2,하산곡동 289-2,10.0,3.6,Y,N,127.2280999,37.5111999,평균초과,다사759458
,경기도 하남시 덕풍동 372-150번지,덕풍동 372-150,7.5,3.0,N,N,127.201265,37.53770916,평균초과,다사736487
,경기도 하남시 덕풍동 537-11,덕풍동 537-11,10.0,3.6,N,N,127.1987999,37.5334999,평균초과,다사733482
,경기도 하남시 덕풍동 515-7,덕풍동 515-7,7.5,2.0,N,N,127.2025999,37.5340999,평균초과,다사737483
,경기도 하남시 덕풍동 512-46,덕풍도 512-46,7.5,3.3,N,N,127.2027999,37.5345999,평균초과,다사737484
,경기도 하남시 덕풍동 448-16,덕풍동 448-16,10.0,3.6,N,N,127.2025999,37.5351999,평균초과,다사737484
,경기도 하남시 덕풍동 448-15번지,덕풍동 448-15,10.0,3.8,N,N,127.2021358,37.5352999,평균초과,다사736484
,경기도 하남시 천현동 293-10,천현동 293-10,10.0,3.6,N,N,127.2012999,37.5322999,평균초과,다사736481
,경기도 하남시 천현동 293-1,천현동 293-1,10.0,3.6,N,N,127.2018453,37.53303378,평균초과,다사736482
,경기도 하남시 덕풍동 454-2,덕풍동 454-2,10.0,3.6,Y,N,127.2040999,37.5363999,평균초과,다사738486
,경기도 하남시 덕풍동 421-6번지 다솔,덕풍동 421-6,10.0,3.6,N,N,127.203448,37.5372497,평균초과,다사738487
,경기도 하남시 하산곡동 312-2,하산곡동 312-2,10.0,3.6,Y,N,127.2265999,37.5117999,평균초과,다사758458
,경기도 하남시 덕풍동 420-60,덕풍동 420-60,7.5,3.1,N,N,127.2038999,37.5371999,평균초과,다사738486
,경기도 하남시 덕풍동 459-11,덕풍동 459-11,10.0,4.0,N,N,127.2046999,37.5374999,평균초과,다사739487
,경기도 하남시 덕풍동 458-8,덕풍동 458-8,10.0,4.0,N,N,127.2051999,37.5372999,평균초과,다사739487
,경기도 하남시 덕풍동 472-26,덕풍동 472-26 1,10.0,3.6,N,N,127.2057999,37.5369999,평균초과,다사740486
,경기도 하남시 신장동 552,신장동 552,10.0,3.6,Y,N,127.2200999,37.5388999,평균초과,다사752488
,경기도 하남시 천현동 11-4번지,창우동 529,10.0,3.6,Y,N,127.221764,37.536439,평균초과,다사754486
,경기도 하남시 창우동 369번지,창우동 369,0.0,3.6,Y,N,127.2272484,37.53190643,평균이하,다사759481
,경기도 하남시 창우동 350,창우동 350,0.0,3.6,Y,N,127.2268999,37.5302999,평균이하,다사758479
,경기도 하남시 창우동 426-18,창우동 426-18,10.0,3.6,Y,N,127.2262999,37.5276999,평균초과,다사758476
,경기도 하남시 신장동 471-23,신장동 471-23,7.5,3.4,Y,N,127.2109999,37.5365999,평균초과,다사744486
,경기도 하남시 창우동 426-18,하산곡동 87-16,0.0,3.6,Y,N,127.2261202,37.5274871,평균이하,다사758476
,경기도 하남시 신장동 73-4,창우동 525 1,10.0,4.7,Y,N,127.2220022,37.54292871,평균초과,다사754493
,경기도 하남시 신장동 73-4,신장동 73-4,10.0,3.6,N,N,127.2216999,37.5430999,평균초과,다사754493
,경기도 하남시 신장동 93-13,신장동 93-13 1,10.0,4.0,N,N,127.2203999,37.5430999,평균초과,다사753493
,경기도 하남시 신장동 93-13,신장동 93-13 3,10.0,3.6,N,N,127.220452,37.54290454,평균초과,다사753493
,경기도 하남시 신장동 550,신장동 550 1,7.5,3.0,Y,N,127.2191707,37.54198789,평균초과,다사751492
,경기도 하남시 상산곡동 871,상산곡동 871,10.0,3.6,N,N,127.2364999,37.4857999,평균초과,다사767429
,경기도 하남시 신장동 475-75,신장동 475-75,10.0,3.8,Y,N,127.2102999,37.5363999,평균초과,다사744486
,경기도 하남시 신장동 528,신장동 528 1,10.0,3.6,Y,N,127.2187325,37.5400315,평균초과,다사751490
,경기도 하남시 신장동 555,신장동 555 1,10.0,5.2,Y,N,127.2168634,37.53837914,평균초과,다사749488
,경기도 하남시 신장동 545,신장동 545,10.0,3.6,Y,N,127.2162999,37.5395999,평균초과,다사749489
,경기도 하남시 덕풍동 251-6,덕풍동 251-6,10.0,3.6,N,N,127.2072999,37.5504999,평균초과,다사741501
,경기도 하남시 신장동 452-13,신장동 452-13,10.0,3.6,N,N,127.2108999,37.5371999,평균초과,다사744486
,경기도 하남시 신장동 467-13,신장동 467-13,10.0,3.9,Y,N,127.2122999,37.5372999,평균초과,다사745487
,경기도 하남시 신장동 468-6,신장동 468-6,10.0,3.6,Y,N,127.2120999,37.5371999,평균초과,다사745486
,경기도 하남시 신장동 468-4,신장동 468-4,7.5,3.3,Y,N,127.2117999,37.5371999,평균초과,다사745486
,경기도 하남시 신장동 452-13,신장동 452-13,10.0,3.6,Y,N,127.2107999,37.5371999,평균초과,다사744486
,경기도 하남시 신장동 452-1,신장동 452-1,10.0,3.6,Y,N,127.2107095,37.53737553,평균초과,다사744487
,경기도 하남시 신장동 507-34,신장동 507-34,10.0,3.7,Y,N,127.2102999,37.5369999,평균초과,다사744486
,경기도 하남시 신장동 450-52,신장동 450-52,10.0,3.6,N,N,127.2100999,37.5381999,평균초과,다사743488
,경기도 하남시 신장동 448-55,신장동 448-55,10.0,3.9,N,N,127.2107999,37.5390999,평균초과,다사744489
,경기도 하남시 신장동 507-31,신장동 507-31,10.0,3.9,Y,N,127.2117999,37.5366999,평균초과,다사745486
,경기도 하남시 신장동 505,신장동 505,10.0,3.6,N,N,127.2103999,37.5393999,평균초과,다사744489
,경기도 하남시 신장동 446-64번지 뉴시티빌빌라,신장동 443-17,7.5,3.4,N,N,127.209248,37.539222,평균초과,다사743489
,경기도 하남시 신장동 446-13번지,신장동 446-13,7.5,3.0,N,N,127.2098257,37.5389448,평균초과,다사743488
,경기도 하남시 신장동 446-27번지,신장동 446-27,10.0,3.6,N,N,127.2095014,37.5390999,평균초과,다사743489
,경기도 하남시 신장동 446-64번지 뉴시티빌빌라,신장동 446-64,10.0,3.6,N,N,127.2092999,37.5392999,평균초과,다사743489
,경기도 하남시 신장동 444-53,신장동 444-53,10.0,3.8,N,N,127.2098999,37.5395999,평균초과,다사743489
,경기도 하남시 신장동 408-12,신장동 408-12,10.0,3.6,N,N,127.2096999,37.5399999,평균초과,다사743490
,경기도 하남시 신장동 409-2,신장동 409-2,10.0,4.0,N,N,127.2094999,37.5399999,평균초과,다사743490
,경기도 하남시 신장동 442-35,신장동 442-35,10.0,3.6,N,N,127.2090999,37.5386999,평균초과,다사743488
,경기도 하남시 신장동 470-23,신장동 470-23 1,10.0,4.0,Y,N,127.2126999,37.5366999,평균초과,다사746486
,경기도 하남시 신장동 442-36번지,신장동 442-36,10.0,3.8,N,N,127.2093999,37.53841596,평균초과,다사743488
,경기도 하남시 신장동 430-3,신장동 430-3,10.0,3.6,N,N,127.2084999,37.5385999,평균초과,다사742488
,경기도 하남시 신장동 430-19,신장동 430-19,10.0,3.6,N,N,127.2081999,37.5380999,평균초과,다사742487
,경기도 하남시 신장동 430-13,신장동 430-13,10.0,3.6,N,N,127.2082999,37.5377999,평균초과,다사742487
,경기도 하남시 신장동 429-12,신장동 429-12,7.5,2.8,N,N,127.2071999,37.5377999,평균초과,다사741487
,경기도 하남시 신장동 427-218번지,신장동 427-218,10.0,3.6,N,N,127.2067187,37.5391999,평균초과,다사740489
,경기도 하남시 신장동 428-5,신장동 428-5,10.0,3.6,N,N,127.2077999,37.5385999,평균초과,다사741488
,경기도 하남시 신장동 427-22,신장동 427-22,10.0,3.6,N,N,127.2075999,37.5394999,평균초과,다사741489
,경기도 하남시 신장동 444-40,신장동 444-40,10.0,4.0,N,N,127.2085999,37.5389999,평균초과,다사742488
,경기도 하남시 신장동 427-417,신장동 427-417,10.0,3.6,N,N,127.2080999,37.5397999,평균초과,다사742489
,경기도 하남시 신장동 445-36,신장동 445-36 1,7.5,2.4,N,N,127.2091999,37.5398999,평균초과,다사743489
,경기도 하남시 신장동 427-418번지,신장동 427-418,7.5,3.3,N,N,127.2075735,37.5398397,평균초과,다사741489
,경기도 하남시 신장동 427-459,신장동 427-459,10.0,3.6,N,N,127.2073999,37.5401999,평균초과,다사741490
,경기도 하남시 신장동 427-395,신장동 427-395,10.0,3.6,N,N,127.2071999,37.5402999,평균초과,다사741490
,경기도 하남시 신장동 542,신장동 542,10.0,3.6,Y,N,127.2153999,37.5414999,평균초과,다사748491
,경기도 하남시 신장동 567,신장동 567,7.5,3.1,Y,N,127.2117999,37.5422999,평균초과,다사745492
,경기도 하남시 신장동 560-1번지,신장동 560-1,10.0,4.0,Y,N,127.2125999,37.5427999,평균초과,다사746493
,경기도 하남시 신장동 381-14번지,신장동 381-14,7.5,3.0,Y,N,127.2131307,37.5422079,평균초과,다사746492
,경기도 하남시 신장동 381-12,신장동 381-12,10.0,3.6,N,N,127.2126999,37.54205726,평균초과,다사746492
,경기도 하남시 하산곡동 561,하산곡동 561,10.0,3.6,N,N,127.223754,37.5170008,평균초과,다사755464
,경기도 하남시 신장동 381-12,신장동 381-2,7.5,3.0,N,N,127.2126012,37.54205726,평균초과,다사746492
,경기도 하남시 신장동 384-2,신장동 384-2,10.0,3.6,N,N,127.2125999,37.5418999,평균초과,다사746492
,경기도 하남시 신장동 567,신장동 567,7.5,3.0,Y,N,127.2112999,37.5409999,평균초과,다사744491
,경기도 하남시 신장동 561번지 에코타운,신장동 561 1,10.0,3.6,Y,N,127.2105193,37.54217639,평균초과,다사744492
,경기도 하남시 신장동 501-12,신장동 501-12,10.0,4.8,Y,N,127.2112999,37.5418999,평균초과,다사744492
,경기도 하남시 신장동 563번지,신장동 567-1,7.5,3.0,Y,N,127.208441,37.54154567,평균초과,다사742491
,경기도 하남시 신장동 562번지 에코타운,신장동 562,7.5,2.3,Y,N,127.2106647,37.54076337,평균초과,다사744490
,경기도 하남시 신장동 562-4번지,신장동 562-4,7.5,3.2,Y,N,127.2110176,37.540845,평균초과,다사744490
,경기도 하남시 신장동 387-20,신장동 387-20,10.0,3.8,N,N,127.2120999,37.5410999,평균초과,다사745491
,경기도 하남시 하산곡동 207-5,하산곡동 207-5,0.0,3.6,N,N,127.2239999,37.5165999,평균이하,다사756464
,경기도 하남시 신장동 390-7,신장동 390-7,10.0,3.6,N,N,127.2122999,37.5408999,평균초과,다사745491
,경기도 하남시 신장동 534,신장동 534,10.0,4.0,N,N,127.2126999,37.5406999,평균초과,다사746490
,경기도 하남시 신장동 147-26,신장동 147-26,7.5,3.2,N,N,127.2129999,37.5412999,평균초과,다사746491
,경기도 하남시 감북동 486,감북동 486,7.5,3.0,N,N,127.1510999,37.5174999,평균초과,다사691465
,경기도 하남시 감북동 400-1번지,감북동 400-1,7.5,2.8,N,N,127.1513662,37.51752914,평균초과,다사691465
,경기도 하남시 감북동 249-2,감북동 249-2,10.0,3.6,N,N,127.1531999,37.5196999,평균초과,다사693467
,경기도 하남시 감북동 257-3,감북동 257-3,7.5,2.3,N,N,127.1536999,37.5198999,평균초과,다사693467
,경기도 하남시 감북동 483,감북동 483,10.0,3.8,N,N,127.1544999,37.5204999,평균초과,다사694468
,경기도 하남시 감북동 480,감북동 480,7.5,2.8,N,N,127.1562999,37.5235999,평균초과,다사696472
,경기도 하남시 감북동 121-8,감북동 121-8,7.5,3.1,N,N,127.1558999,37.5221999,평균초과,다사695470
,경기도 하남시 하산곡동 207-8번지,하산곡동 207-7,10.0,3.6,Y,N,127.2240262,37.5165228,평균초과,다사756463
,경기도 하남시 감북동 479,감북동 479,10.0,3.6,N,N,127.1555999,37.5246999,평균초과,다사695473
,경기도 하남시 감북동 468,감북동 468,10.0,3.6,N,N,127.1583999,37.5233999,평균초과,다사698471
,경기도 하남시 감북동 산17-2,감북동 산17-2,10.0,3.6,N,N,127.1576999,37.5224999,평균초과,다사697470
,경기도 하남시 감북동 110번지,감북동 110-3,10.0,3.6,N,N,127.1580081,37.5232423,평균초과,다사697471
,경기도 하남시 감북동 108-1,감북동 108-1,10.0,3.6,N,N,127.1585999,37.5235999,평균초과,다사698471
,경기도 하남시 감북동 산18-18,감북동 산18-18,10.0,3.6,N,N,127.1592999,37.5243999,평균초과,다사698472
,경기도 하남시 감북동 산18-17,감북동 산18-17,10.0,3.6,N,N,127.1593999,37.5245999,평균초과,다사699473
,경기도 하남시 감북동 41-3,감북동 41-3,10.0,3.6,N,N,127.1608999,37.5258999,평균초과,다사700474
,경기도 하남시 감북동 466,감북동 466,10.0,3.6,N,N,127.1625999,37.5255999,평균초과,다사701474
,경기도 하남시 창우동 294-2번지,창우동 294-2,10.0,3.6,Y,N,127.2278862,37.5333999,평균초과,다사759482
,경기도 하남시 하산곡동 557,하산곡동 557,7.5,2.6,N,N,127.2242999,37.5194999,평균초과,다사756467
,경기도 하남시 상산곡동 256-1번지,상산곡동 256-1,10.0,3.6,N,N,127.2359441,37.4909999,평균초과,다사766435
,경기도 하남시 상산곡동 174-4,상산곡동 174-4,10.0,3.6,N,N,127.2344999,37.4935999,평균초과,다사765438
,경기도 하남시 하사창동 157번지,하사창동 157 1,10.0,3.6,N,N,127.2037999,37.5121999,평균초과,다사738459
,경기도 하남시 하산곡동 167번지,하산곡동 167,10.0,3.6,Y,N,127.2250382,37.5196017,평균초과,다사757467
,경기도 하남시 하산곡동 115-2번지,하산곡동 115-2,10.0,3.6,Y,N,127.2262999,37.52159726,평균초과,다사758469
,경기도 하남시 하산곡동 30-7,하산곡동 30-7,10.0,3.6,Y,N,127.2268999,37.5257999,평균초과,다사758474
,경기도 하남시 창우동 426-19번지,창우동 426-19,10.0,3.6,Y,N,127.2262999,37.5274999,평균초과,다사758476
,경기도 하남시 초이동 163-1번지,초이동 163-1,10.0,3.6,Y,N,127.1718589,37.54280116,평균초과,다사710493
